,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"channel_contribution[2022-09-18T00:00:00.000000000, tv_spend]",0.014,0.013,0.0,0.037,0.0,0.0,1379.765,1170.788,1.001
"channel_contribution[2022-09-18T00:00:00.000000000, digital_spend]",0.005,0.006,0.0,0.014,0.0,0.0,1622.363,899.148,1.0
"channel_contribution[2022-09-18T00:00:00.000000000, social_spend]",0.027,0.021,0.0,0.062,0.001,0.0,826.369,845.965,1.0
"channel_contribution[2022-09-18T00:00:00.000000000, search_spend]",0.025,0.015,0.0,0.051,0.0,0.0,1243.421,1019.157,1.0
"channel_contribution[2022-09-18T00:00:00.000000000, radio_spend]",0.004,0.005,0.0,0.012,0.0,0.0,1601.403,1237.626,1.001
"channel_contribution[2022-09-25T00:00:00.000000000, tv_spend]",0.013,0.012,0.0,0.034,0.0,0.0,1383.789,1170.788,1.001
"channel_contribution[2022-09-25T00:00:00.000000000, digital_spend]",0.011,0.009,0.0,0.025,0.0,0.0,1517.711,843.848,0.999
"channel_contribution[2022-09-25T00:00:00.000000000, social_spend]",0.037,0.023,0.0,0.076,0.001,0.001,809.787,931.801,1.001
"channel_contribution[2022-09-25T00:00:00.000000000, search_spend]",0.04,0.022,0.0,0.077,0.001,0.0,1230.139,939.564,1.0
"channel_contribution[2022-09-25T00:00:00.000000000, radio_spend]",0.01,0.008,0.0,0.024,0.0,0.0,1548.539,1187.861,1.0
"channel_contribution[2022-10-02T00:00:00.000000000, tv_spend]",0.014,0.012,0.0,0.034,0.0,0.0,1389.878,1166.264,1.001
"channel_contribution[2022-10-02T00:00:00.000000000, digital_spend]",0.008,0.008,0.0,0.02,0.0,0.0,1541.721,874.94,0.999
"channel_contribution[2022-10-02T00:00:00.000000000, social_spend]",0.038,0.024,0.0,0.08,0.001,0.001,814.526,905.098,1.001
"channel_contribution[2022-10-02T00:00:00.000000000, search_spend]",0.027,0.019,0.0,0.06,0.001,0.0,1057.314,872.241,1.0
"channel_contribution[2022-10-02T00:00:00.000000000, radio_spend]",0.007,0.006,0.0,0.018,0.0,0.0,1527.657,1173.514,1.0
"channel_contribution[2022-10-09T00:00:00.000000000, tv_spend]",0.019,0.015,0.0,0.044,0.0,0.0,1378.004,1126.631,1.001
"channel_contribution[2022-10-09T00:00:00.000000000, digital_spend]",0.01,0.009,0.0,0.024,0.0,0.0,1527.499,835.766,0.999
"channel_contribution[2022-10-09T00:00:00.000000000, social_spend]",0.033,0.023,0.0,0.074,0.001,0.0,837.926,838.047,1.0
"channel_contribution[2022-10-09T00:00:00.000000000, search_spend]",0.038,0.022,0.0,0.076,0.001,0.0,1203.317,967.523,1.0
"channel_contribution[2022-10-09T00:00:00.000000000, radio_spend]",0.009,0.007,0.0,0.022,0.0,0.0,1544.81,1218.828,1.0
"channel_contribution[2022-10-16T00:00:00.000000000, tv_spend]",0.024,0.017,0.0,0.054,0.0,0.0,1351.898,1086.631,1.001
"channel_contribution[2022-10-16T00:00:00.000000000, digital_spend]",0.013,0.011,0.0,0.031,0.0,0.0,1515.51,821.328,0.999
"channel_contribution[2022-10-16T00:00:00.000000000, social_spend]",0.035,0.023,0.0,0.076,0.001,0.0,844.762,960.388,1.0
"channel_contribution[2022-10-16T00:00:00.000000000, search_spend]",0.035,0.023,0.0,0.074,0.001,0.0,1141.39,1037.148,1.0
"channel_contribution[2022-10-16T00:00:00.000000000, radio_spend]",0.01,0.008,0.0,0.025,0.0,0.0,1509.668,1188.205,1.0
"channel_contribution[2022-10-23T00:00:00.000000000, tv_spend]",0.02,0.016,0.0,0.05,0.0,0.0,1350.807,1181.013,1.0
"channel_contribution[2022-10-23T00:00:00.000000000, digital_spend]",0.016,0.012,0.0,0.036,0.0,0.0,1508.49,820.864,0.999
"channel_contribution[2022-10-23T00:00:00.000000000, social_spend]",0.033,0.023,0.0,0.075,0.001,0.0,852.632,950.003,1.0
"channel_contribution[2022-10-23T00:00:00.000000000, search_spend]",0.027,0.021,0.0,0.064,0.001,0.0,1120.774,1064.709,1.0
"channel_contribution[2022-10-23T00:00:00.000000000, radio_spend]",0.006,0.006,0.0,0.016,0.0,0.0,1530.62,1188.271,1.001
"channel_contribution[2022-10-30T00:00:00.000000000, tv_spend]",0.015,0.014,0.0,0.04,0.0,0.0,1356.849,1123.981,1.001
"channel_contribution[2022-10-30T00:00:00.000000000, digital_spend]",0.011,0.01,0.0,0.027,0.0,0.0,1541.348,914.935,0.999
"channel_contribution[2022-10-30T00:00:00.000000000, social_spend]",0.021,0.021,0.0,0.058,0.001,0.0,892.383,966.323,1.0
"channel_contribution[2022-10-30T00:00:00.000000000, search_spend]",0.027,0.019,0.0,0.061,0.0,0.0,1201.3,1042.176,1.0
"channel_contribution[2022-10-30T00:00:00.000000000, radio_spend]",0.005,0.005,0.0,0.013,0.0,0.0,1604.598,1173.442,1.001
"channel_contribution[2022-11-06T00:00:00.000000000, tv_spend]",0.016,0.014,0.0,0.039,0.0,0.0,1380.683,1181.013,1.001
"channel_contribution[2022-11-06T00:00:00.000000000, digital_spend]",0.009,0.009,0.0,0.022,0.0,0.0,1551.698,909.767,0.999
"channel_contribution[2022-11-06T00:00:00.000000000, social_spend]",0.02,0.019,0.0,0.052,0.0,0.0,910.971,800.401,1.0
"channel_contribution[2022-11-06T00:00:00.000000000, search_spend]",0.032,0.02,0.0,0.068,0.001,0.0,1229.44,1018.885,1.0
"channel_contribution[2022-11-06T00:00:00.000000000, radio_spend]",0.005,0.005,0.0,0.012,0.0,0.0,1611.657,1187.853,1.001
"channel_contribution[2022-11-13T00:00:00.000000000, tv_spend]",0.025,0.018,0.0,0.055,0.0,0.0,1354.057,1027.765,1.001
"channel_contribution[2022-11-13T00:00:00.000000000, digital_spend]",0.006,0.007,0.0,0.017,0.0,0.0,1571.387,918.852,0.999
"channel_contribution[2022-11-13T00:00:00.000000000, social_spend]",0.025,0.02,0.0,0.058,0.001,0.0,884.411,924.796,1.0
"channel_contribution[2022-11-13T00:00:00.000000000, search_spend]",0.025,0.019,0.0,0.059,0.0,0.0,1157.598,1027.107,1.0
"channel_contribution[2022-11-13T00:00:00.000000000, radio_spend]",0.011,0.008,0.0,0.026,0.0,0.0,1521.535,1158.887,1.0
"channel_contribution[2022-11-20T00:00:00.000000000, tv_spend]",0.019,0.016,0.0,0.049,0.0,0.0,1347.7,1184.861,1.001
"channel_contribution[2022-11-20T00:00:00.000000000, digital_spend]",0.015,0.012,0.0,0.033,0.0,0.0,1505.343,807.999,0.999
"channel_contribution[2022-11-20T00:00:00.000000000, social_spend]",0.033,0.022,0.0,0.07,0.001,0.0,821.463,946.45,1.001
"channel_contribution[2022-11-20T00:00:00.000000000, search_spend]",0.027,0.017,0.0,0.057,0.0,0.0,1230.63,1019.124,1.0
"channel_contribution[2022-11-20T00:00:00.000000000, radio_spend]",0.005,0.005,0.0,0.015,0.0,0.0,1502.504,1221.712,1.001
"channel_contribution[2022-11-27T00:00:00.000000000, tv_spend]",0.016,0.015,0.0,0.043,0.0,0.0,1362.857,1169.654,1.001
"channel_contribution[2022-11-27T00:00:00.000000000, digital_spend]",0.022,0.016,0.0,0.05,0.0,0.0,1482.853,804.942,0.999
"channel_contribution[2022-11-27T00:00:00.000000000, social_spend]",0.021,0.02,0.0,0.053,0.001,0.0,852.574,835.347,1.0
"channel_contribution[2022-11-27T00:00:00.000000000, search_spend]",0.039,0.022,0.0,0.077,0.001,0.0,1225.008,934.446,1.0
"channel_contribution[2022-11-27T00:00:00.000000000, radio_spend]",0.012,0.009,0.0,0.028,0.0,0.0,1495.829,1144.541,1.0
"channel_contribution[2022-12-04T00:00:00.000000000, tv_spend]",0.015,0.014,0.0,0.039,0.0,0.0,1375.35,1170.298,1.001
"channel_contribution[2022-12-04T00:00:00.000000000, digital_spend]",0.019,0.015,0.0,0.044,0.0,0.0,1502.065,816.715,0.999
"channel_contribution[2022-12-04T00:00:00.000000000, social_spend]",0.014,0.016,0.0,0.04,0.0,0.0,904.73,880.727,1.0
"channel_contribution[2022-12-04T00:00:00.000000000, search_spend]",0.03,0.02,0.0,0.064,0.001,0.0,1116.72,1014.141,1.0
"channel_contribution[2022-12-04T00:00:00.000000000, radio_spend]",0.008,0.007,0.0,0.021,0.0,0.0,1496.504,1188.421,1.0
"channel_contribution[2022-12-11T00:00:00.000000000, tv_spend]",0.017,0.014,0.0,0.042,0.0,0.0,1379.91,1126.631,1.001
"channel_contribution[2022-12-11T00:00:00.000000000, digital_spend]",0.019,0.015,0.0,0.045,0.0,0.0,1509.801,816.648,0.999
"channel_contribution[2022-12-11T00:00:00.000000000, social_spend]",0.017,0.016,0.0,0.042,0.0,0.0,901.41,888.353,1.0
"channel_contribution[2022-12-11T00:00:00.000000000, search_spend]",0.023,0.018,0.0,0.055,0.0,0.0,1127.8,983.081,1.0
"channel_contribution[2022-12-11T00:00:00.000000000, radio_spend]",0.008,0.007,0.0,0.02,0.0,0.0,1541.182,1188.421,1.001
"channel_contribution[2022-12-18T00:00:00.000000000, tv_spend]",0.013,0.013,0.0,0.034,0.0,0.0,1367.124,1169.802,1.001
"channel_contribution[2022-12-18T00:00:00.000000000, digital_spend]",0.011,0.011,0.0,0.03,0.0,0.0,1569.013,915.392,0.999
"channel_contribution[2022-12-18T00:00:00.000000000, social_spend]",0.01,0.012,0.0,0.028,0.0,0.0,878.11,822.119,1.0
"channel_contribution[2022-12-18T00:00:00.000000000, search_spend]",0.024,0.017,0.0,0.054,0.0,0.0,1208.083,1071.157,1.0
"channel_contribution[2022-12-18T00:00:00.000000000, radio_spend]",0.01,0.008,0.0,0.024,0.0,0.0,1524.941,1188.205,1.0
"channel_contribution[2022-12-25T00:00:00.000000000, tv_spend]",0.012,0.012,0.0,0.033,0.0,0.0,1387.688,1170.788,1.001
"channel_contribution[2022-12-25T00:00:00.000000000, digital_spend]",0.014,0.012,0.0,0.033,0.0,0.0,1532.702,843.402,0.999
"channel_contribution[2022-12-25T00:00:00.000000000, social_spend]",0.015,0.014,0.0,0.036,0.0,0.0,904.828,888.353,1.001
"channel_contribution[2022-12-25T00:00:00.000000000, search_spend]",0.024,0.017,0.0,0.054,0.0,0.0,1223.122,1036.01,1.0
"channel_contribution[2022-12-25T00:00:00.000000000, radio_spend]",0.007,0.007,0.0,0.019,0.0,0.0,1531.101,1173.514,1.0
"channel_contribution[2023-01-01T00:00:00.000000000, tv_spend]",0.02,0.015,0.0,0.044,0.0,0.0,1381.971,1126.631,1.001
"channel_contribution[2023-01-01T00:00:00.000000000, digital_spend]",0.016,0.013,0.0,0.037,0.0,0.0,1519.316,820.864,0.999
"channel_contribution[2023-01-01T00:00:00.000000000, social_spend]",0.02,0.016,0.0,0.044,0.0,0.0,857.374,897.882,1.001
"channel_contribution[2023-01-01T00:00:00.000000000, search_spend]",0.032,0.019,0.0,0.064,0.0,0.0,1245.765,1018.701,1.0
"channel_contribution[2023-01-01T00:00:00.000000000, radio_spend]",0.011,0.009,0.0,0.026,0.0,0.0,1515.744,1188.205,1.0
"channel_contribution[2023-01-08T00:00:00.000000000, tv_spend]",0.018,0.014,0.0,0.043,0.0,0.0,1370.024,1156.099,1.001
"channel_contribution[2023-01-08T00:00:00.000000000, digital_spend]",0.006,0.008,0.0,0.018,0.0,0.0,1651.479,909.851,1.0
"channel_contribution[2023-01-08T00:00:00.000000000, social_spend]",0.014,0.014,0.0,0.036,0.0,0.0,848.787,861.293,1.0
"channel_contribution[2023-01-08T00:00:00.000000000, search_spend]",0.028,0.019,0.0,0.061,0.001,0.0,1163.513,1015.16,1.0
"channel_contribution[2023-01-08T00:00:00.000000000, radio_spend]",0.006,0.006,0.0,0.017,0.0,0.0,1532.762,1188.271,1.001
"channel_contribution[2023-01-15T00:00:00.000000000, tv_spend]",0.017,0.014,0.0,0.041,0.0,0.0,1376.391,1181.013,1.001
"channel_contribution[2023-01-15T00:00:00.000000000, digital_spend]",0.006,0.007,0.0,0.017,0.0,0.0,1559.717,917.165,0.999
"channel_contribution[2023-01-15T00:00:00.000000000, social_spend]",0.016,0.014,0.0,0.038,0.0,0.0,847.334,846.688,1.001
"channel_contribution[2023-01-15T00:00:00.000000000, search_spend]",0.024,0.017,0.0,0.055,0.0,0.0,1169.734,1078.849,1.0
"channel_contribution[2023-01-15T00:00:00.000000000, radio_spend]",0.012,0.009,0.0,0.029,0.0,0.0,1497.841,1158.494,1.0
"channel_contribution[2023-01-22T00:00:00.000000000, tv_spend]",0.021,0.016,0.0,0.05,0.0,0.0,1363.238,1086.631,1.001
"channel_contribution[2023-01-22T00:00:00.000000000, digital_spend]",0.018,0.014,0.0,0.042,0.0,0.0,1496.952,787.641,0.999
"channel_contribution[2023-01-22T00:00:00.000000000, social_spend]",0.025,0.018,0.0,0.054,0.001,0.0,821.828,897.882,1.001
"channel_contribution[2023-01-22T00:00:00.000000000, search_spend]",0.019,0.014,0.0,0.044,0.0,0.0,1146.816,1061.431,1.0
"channel_contribution[2023-01-22T00:00:00.000000000, radio_spend]",0.007,0.007,0.0,0.018,0.0,0.0,1509.925,1188.271,1.001
"channel_contribution[2023-01-29T00:00:00.000000000, tv_spend]",0.015,0.014,0.0,0.039,0.0,0.0,1353.073,1123.981,1.0
"channel_contribution[2023-01-29T00:00:00.000000000, digital_spend]",0.009,0.009,0.0,0.023,0.0,0.0,1557.364,923.952,1.0
"channel_contribution[2023-01-29T00:00:00.000000000, social_spend]",0.019,0.017,0.0,0.046,0.0,0.0,831.69,795.239,1.0
"channel_contribution[2023-01-29T00:00:00.000000000, search_spend]",0.014,0.012,0.0,0.037,0.0,0.0,1151.575,1142.694,1.0
"channel_contribution[2023-01-29T00:00:00.000000000, radio_spend]",0.012,0.01,0.0,0.03,0.0,0.0,1490.933,1161.09,1.0
"channel_contribution[2023-02-05T00:00:00.000000000, tv_spend]",0.014,0.013,0.0,0.036,0.0,0.0,1383.037,1170.788,1.001
"channel_contribution[2023-02-05T00:00:00.000000000, digital_spend]",0.018,0.014,0.0,0.041,0.0,0.0,1502.936,814.923,0.999
"channel_contribution[2023-02-05T00:00:00.000000000, social_spend]",0.015,0.015,0.0,0.038,0.0,0.0,862.117,769.314,1.0
"channel_contribution[2023-02-05T00:00:00.000000000, search_spend]",0.013,0.011,0.0,0.033,0.0,0.0,1207.855,1104.903,1.0
"channel_contribution[2023-02-05T00:00:00.000000000, radio_spend]",0.007,0.007,0.0,0.019,0.0,0.0,1510.362,1218.589,1.001
"channel_contribution[2023-02-12T00:00:00.000000000, tv_spend]",0.017,0.014,0.0,0.04,0.0,0.0,1383.66,1126.631,1.001
"channel_contribution[2023-02-12T00:00:00.000000000, digital_spend]",0.009,0.009,0.0,0.023,0.0,0.0,1571.584,923.873,1.0
"channel_contribution[2023-02-12T00:00:00.000000000, social_spend]",0.017,0.015,0.0,0.041,0.0,0.0,874.598,846.688,1.001
"channel_contribution[2023-02-12T00:00:00.000000000, search_spend]",0.011,0.009,0.0,0.029,0.0,0.0,1220.936,1083.778,1.0
"channel_contribution[2023-02-12T00:00:00.000000000, radio_spend]",0.006,0.006,0.0,0.016,0.0,0.0,1593.641,1173.442,1.001
"channel_contribution[2023-02-19T00:00:00.000000000, tv_spend]",0.017,0.014,0.0,0.042,0.0,0.0,1375.593,1126.631,1.001
"channel_contribution[2023-02-19T00:00:00.000000000, digital_spend]",0.007,0.008,0.0,0.019,0.0,0.0,1568.212,927.098,0.999
"channel_contribution[2023-02-19T00:00:00.000000000, social_spend]",0.013,0.013,0.0,0.033,0.0,0.0,869.583,783.253,1.0
"channel_contribution[2023-02-19T00:00:00.000000000, search_spend]",0.014,0.009,0.0,0.031,0.0,0.0,1317.007,1058.835,1.0
"channel_contribution[2023-02-19T00:00:00.000000000, radio_spend]",0.004,0.004,0.0,0.01,0.0,0.0,1643.957,1234.592,1.001
"channel_contribution[2023-02-26T00:00:00.000000000, tv_spend]",0.011,0.012,0.0,0.031,0.0,0.0,1359.117,1111.748,1.0
"channel_contribution[2023-02-26T00:00:00.000000000, digital_spend]",0.012,0.01,0.0,0.029,0.0,0.0,1520.161,821.328,0.999
"channel_contribution[2023-02-26T00:00:00.000000000, social_spend]",0.032,0.021,0.0,0.067,0.001,0.0,803.04,931.879,1.001
"channel_contribution[2023-02-26T00:00:00.000000000, search_spend]",0.01,0.007,0.0,0.023,0.0,0.0,1167.269,1060.085,1.0
"channel_contribution[2023-02-26T00:00:00.000000000, radio_spend]",0.003,0.004,0.0,0.009,0.0,0.0,1652.85,1173.137,1.001
"channel_contribution[2023-03-05T00:00:00.000000000, tv_spend]",0.012,0.011,0.0,0.031,0.0,0.0,1396.046,1166.264,1.001
"channel_contribution[2023-03-05T00:00:00.000000000, digital_spend]",0.012,0.01,0.0,0.028,0.0,0.0,1526.446,843.402,0.999
"channel_contribution[2023-03-05T00:00:00.000000000, social_spend]",0.025,0.02,0.0,0.059,0.001,0.0,813.617,795.95,1.001
"channel_contribution[2023-03-05T00:00:00.000000000, search_spend]",0.014,0.008,0.0,0.028,0.0,0.0,1322.193,1058.835,1.0
"channel_contribution[2023-03-05T00:00:00.000000000, radio_spend]",0.005,0.004,0.0,0.012,0.0,0.0,1633.604,1234.471,1.0
"channel_contribution[2023-03-12T00:00:00.000000000, tv_spend]",0.013,0.011,0.0,0.032,0.0,0.0,1401.482,1126.631,1.001
"channel_contribution[2023-03-12T00:00:00.000000000, digital_spend]",0.01,0.009,0.0,0.024,0.0,0.0,1541.316,879.399,0.999
"channel_contribution[2023-03-12T00:00:00.000000000, social_spend]",0.019,0.018,0.0,0.048,0.0,0.0,860.022,763.317,1.0
"channel_contribution[2023-03-12T00:00:00.000000000, search_spend]",0.033,0.017,0.002,0.062,0.0,0.0,1272.162,1036.16,1.0
"channel_contribution[2023-03-12T00:00:00.000000000, radio_spend]",0.006,0.005,0.0,0.015,0.0,0.0,1580.853,1203.199,1.0
"channel_contribution[2023-03-19T00:00:00.000000000, tv_spend]",0.017,0.013,0.0,0.038,0.0,0.0,1394.824,1126.631,1.0
"channel_contribution[2023-03-19T00:00:00.000000000, digital_spend]",0.019,0.014,0.0,0.043,0.0,0.0,1497.216,815.152,0.999
"channel_contribution[2023-03-19T00:00:00.000000000, social_spend]",0.021,0.018,0.0,0.05,0.0,0.0,863.102,846.688,1.0
"channel_contribution[2023-03-19T00:00:00.000000000, search_spend]",0.037,0.02,0.0,0.071,0.001,0.0,1168.169,968.529,1.0
"channel_contribution[2023-03-19T00:00:00.000000000, radio_spend]",0.01,0.008,0.0,0.023,0.0,0.0,1521.863,1173.478,1.0
"channel_contribution[2023-03-26T00:00:00.000000000, tv_spend]",0.017,0.013,0.0,0.04,0.0,0.0,1381.356,1154.942,1.0
"channel_contribution[2023-03-26T00:00:00.000000000, digital_spend]",0.009,0.01,0.0,0.025,0.0,0.0,1558.841,923.952,1.0
"channel_contribution[2023-03-26T00:00:00.000000000, social_spend]",0.019,0.017,0.0,0.047,0.0,0.0,862.087,848.012,1.0
"channel_contribution[2023-03-26T00:00:00.000000000, search_spend]",0.031,0.02,0.0,0.065,0.001,0.0,1108.61,1049.587,1.0
"channel_contribution[2023-03-26T00:00:00.000000000, radio_spend]",0.006,0.006,0.0,0.016,0.0,0.0,1510.238,1188.399,1.0
"channel_contribution[2023-04-02T00:00:00.000000000, tv_spend]",0.016,0.013,0.0,0.038,0.0,0.0,1383.774,1181.013,1.001
"channel_contribution[2023-04-02T00:00:00.000000000, digital_spend]",0.01,0.01,0.0,0.025,0.0,0.0,1537.854,871.127,0.999
"channel_contribution[2023-04-02T00:00:00.000000000, social_spend]",0.018,0.017,0.0,0.045,0.0,0.0,870.639,848.012,1.0
"channel_contribution[2023-04-02T00:00:00.000000000, search_spend]",0.052,0.029,0.0,0.1,0.001,0.001,1146.226,954.372,0.999
"channel_contribution[2023-04-02T00:00:00.000000000, radio_spend]",0.007,0.006,0.0,0.018,0.0,0.0,1555.048,1218.551,1.0
"channel_contribution[2023-04-09T00:00:00.000000000, tv_spend]",0.009,0.011,0.0,0.028,0.0,0.0,1355.647,1197.215,1.0
"channel_contribution[2023-04-09T00:00:00.000000000, digital_spend]",0.014,0.011,0.0,0.032,0.0,0.0,1519.067,813.589,0.999
"channel_contribution[2023-04-09T00:00:00.000000000, social_spend]",0.016,0.015,0.0,0.04,0.0,0.0,878.351,757.817,1.0
"channel_contribution[2023-04-09T00:00:00.000000000, search_spend]",0.043,0.028,0.0,0.092,0.001,0.001,1095.011,999.632,1.0
"channel_contribution[2023-04-09T00:00:00.000000000, radio_spend]",0.007,0.006,0.0,0.017,0.0,0.0,1554.055,1173.739,1.0
"channel_contribution[2023-04-16T00:00:00.000000000, tv_spend]",0.013,0.011,0.0,0.032,0.0,0.0,1411.454,1126.631,1.001
"channel_contribution[2023-04-16T00:00:00.000000000, digital_spend]",0.013,0.011,0.0,0.031,0.0,0.0,1524.116,843.402,0.999
"channel_contribution[2023-04-16T00:00:00.000000000, social_spend]",0.015,0.014,0.0,0.037,0.0,0.0,891.337,748.875,1.0
"channel_contribution[2023-04-16T00:00:00.000000000, search_spend]",0.039,0.027,0.0,0.086,0.001,0.001,1132.336,1055.714,1.0
"channel_contribution[2023-04-16T00:00:00.000000000, radio_spend]",0.008,0.007,0.0,0.02,0.0,0.0,1551.663,1218.551,1.0
"channel_contribution[2023-04-23T00:00:00.000000000, tv_spend]",0.015,0.012,0.0,0.035,0.0,0.0,1397.654,1126.631,1.001
"channel_contribution[2023-04-23T00:00:00.000000000, digital_spend]",0.01,0.009,0.0,0.024,0.0,0.0,1554.144,909.767,0.999
"channel_contribution[2023-04-23T00:00:00.000000000, social_spend]",0.01,0.011,0.0,0.027,0.0,0.0,876.409,789.357,1.0
"channel_contribution[2023-04-23T00:00:00.000000000, search_spend]",0.034,0.026,0.0,0.081,0.001,0.0,1166.398,1086.214,1.0
"channel_contribution[2023-04-23T00:00:00.000000000, radio_spend]",0.005,0.005,0.0,0.013,0.0,0.0,1564.102,1173.594,1.001
"channel_contribution[2023-04-30T00:00:00.000000000, tv_spend]",0.031,0.021,0.0,0.066,0.001,0.0,1341.321,980.102,1.001
"channel_contribution[2023-04-30T00:00:00.000000000, digital_spend]",0.009,0.009,0.0,0.021,0.0,0.0,1547.426,879.183,0.999
"channel_contribution[2023-04-30T00:00:00.000000000, social_spend]",0.026,0.018,0.0,0.056,0.001,0.0,831.916,895.279,1.001
"channel_contribution[2023-04-30T00:00:00.000000000, search_spend]",0.032,0.024,0.0,0.076,0.001,0.0,1204.953,1036.723,1.0
"channel_contribution[2023-04-30T00:00:00.000000000, radio_spend]",0.004,0.004,0.0,0.011,0.0,0.0,1615.394,1173.188,1.001
"channel_contribution[2023-05-07T00:00:00.000000000, tv_spend]",0.02,0.017,0.0,0.052,0.0,0.0,1328.304,1137.435,1.0
"channel_contribution[2023-05-07T00:00:00.000000000, digital_spend]",0.015,0.012,0.0,0.034,0.0,0.0,1510.597,814.923,0.999
"channel_contribution[2023-05-07T00:00:00.000000000, social_spend]",0.025,0.019,0.0,0.058,0.001,0.0,805.556,874.717,1.0
"channel_contribution[2023-05-07T00:00:00.000000000, search_spend]",0.026,0.02,0.0,0.063,0.001,0.0,1192.282,1085.099,1.0
"channel_contribution[2023-05-07T00:00:00.000000000, radio_spend]",0.004,0.004,0.0,0.01,0.0,0.0,1626.517,1173.188,1.001
"channel_contribution[2023-05-14T00:00:00.000000000, tv_spend]",0.019,0.016,0.0,0.049,0.0,0.0,1357.73,1181.013,1.001
"channel_contribution[2023-05-14T00:00:00.000000000, digital_spend]",0.016,0.013,0.0,0.037,0.0,0.0,1508.311,820.864,0.999
"channel_contribution[2023-05-14T00:00:00.000000000, social_spend]",0.024,0.019,0.0,0.056,0.001,0.0,822.732,832.506,1.001
"channel_contribution[2023-05-14T00:00:00.000000000, search_spend]",0.024,0.018,0.0,0.056,0.0,0.0,1223.435,1059.611,1.0
"channel_contribution[2023-05-14T00:00:00.000000000, radio_spend]",0.01,0.008,0.0,0.024,0.0,0.0,1533.02,1146.184,1.0
"channel_contribution[2023-05-21T00:00:00.000000000, tv_spend]",0.024,0.018,0.0,0.055,0.0,0.0,1346.545,1086.631,1.001
